Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,TEZ-2743,12858779,,TezContainerLauncher logging tokens,sseth,sseth,Major,Closed,Fixed,25/Aug/15 22:45,01/Sep/15 21:31,
Bug,TEZ-2466,12831229,,tez-history-parser breaks hadoop 2.2 compatability,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,20/May/15 00:23,01/Sep/15 21:31,
Sub-task,TEZ-2694,12852485,12852482,Add TaskConcurrencyAnalyzer,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,06/Aug/15 06:53,01/Sep/15 21:31,
Sub-task,TEZ-2721,12856283,12770540,rebase 08/14,sseth,sseth,Major,Closed,Fixed,14/Aug/15 20:52,01/Sep/15 21:31,
Improvement,TEZ-1752,12753771,,Inputs / Outputs in the Runtime library should be interruptable,rajesh.balamohan,sseth,Major,Closed,Fixed,07/Nov/14 18:59,01/Sep/15 21:31,
Bug,TEZ-2730,12857035,,tez-api missing dependency on org.codehaus.jettison for json ,hitesh,hitesh,Major,Closed,Fixed,18/Aug/15 21:17,01/Sep/15 21:31,
Sub-task,TEZ-1189,12718965,12718958,"Support pushing work to a running container, rather than the getTask poll",,sseth,Major,Closed,Done,06/Jun/14 23:01,01/Sep/15 21:31,
Bug,TEZ-2527,12834787,,Tez UI: Application hangs on entering erroneous RegEx in counter table search box.,Sreenath,Sreenath,Major,Closed,Fixed,02/Jun/15 19:58,01/Sep/15 21:31,
Bug,TEZ-2376,12825403,,Remove TaskAttemptEventType.TA_DIAGNOSTICS_UPDATE,zjffdu,zjffdu,Major,Closed,Fixed,28/Apr/15 06:16,01/Sep/15 21:31,
Sub-task,TEZ-2736,12858016,12770540,Pre-merge: Update CHANGES.txt and version in branch,sseth,sseth,Major,Closed,Fixed,22/Aug/15 01:20,01/Sep/15 21:31,
Bug,TEZ-2616,12844562,,Fix build warning by undefined version of maven-findbugs-plugin,ozawa,ozawa,Major,Closed,Fixed,13/Jul/15 06:28,01/Sep/15 21:31,
Improvement,TEZ-2172,12779367,,FetcherOrderedGrouped using List to store InputAttemptIdentifier can lead to some inefficiency during remove() operation,saikatr,rajesh.balamohan,Major,Closed,Fixed,04/Mar/15 12:11,01/Sep/15 21:31,
Sub-task,TEZ-2714,12855621,12770540,Fix comments from review - part 3,sseth,sseth,Major,Closed,Fixed,12/Aug/15 17:42,01/Sep/15 21:31,
Sub-task,TEZ-2465,12831164,12770540,Retrun the status of a kill request in TaskRunner2,sseth,sseth,Major,Closed,Fixed,19/May/15 20:56,01/Sep/15 21:31,
Sub-task,TEZ-2347,12822436,12770540,Expose additional information in TaskCommunicatorContext,sseth,sseth,Major,Closed,Fixed,20/Apr/15 20:14,01/Sep/15 21:31,
Improvement,TEZ-1314,12729961,,Port MAPREDUCE-5821 to Tez,rajesh.balamohan,sseth,Major,Closed,Fixed,25/Jul/14 21:41,01/Sep/15 21:31,
Sub-task,TEZ-2698,12852519,12770540,rebase 08/05,sseth,sseth,Major,Closed,Fixed,06/Aug/15 09:19,01/Sep/15 21:31,
Bug,TEZ-2629,12846414,,LimitExceededException in Tez client when DAG has exceeds the default max counters,sseth,jdere,Major,Closed,Fixed,21/Jul/15 00:51,01/Sep/15 21:31,
Sub-task,TEZ-2125,12776526,12770540,Create a task communicator for local mode. Allow tasks to run in the AM,sseth,sseth,Major,Closed,Fixed,20/Feb/15 20:01,01/Sep/15 21:31,
Bug,TEZ-2699,12852657,,Internalize strings in ATF parser,bikassaha,bikassaha,Major,Closed,Fixed,06/Aug/15 18:19,01/Sep/15 21:31,
Improvement,TEZ-2565,12838619,,Consider scanning unfinished tasks in VertexImpl::constructStatistics to reduce merge overhead,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,17/Jun/15 23:44,01/Sep/15 21:31,
Improvement,TEZ-2613,12844203,,Fetcher(unordered) using List to store InputAttemptIdentifier can lead to some inefficiency during remove() operation,saikatr,saikatr,Major,Closed,Fixed,10/Jul/15 15:46,01/Sep/15 21:31,
Bug,TEZ-2559,12838391,,tez-ui fails compilation due to version dependency of frontend-maven-plugin,pramachandran,rajesh.balamohan,Major,Closed,Fixed,17/Jun/15 06:47,01/Sep/15 21:31,
Bug,TEZ-2461,12830901,,tez-history-parser compile fails with hadoop-2.4,rajesh.balamohan,zjffdu,Major,Closed,Fixed,19/May/15 02:41,01/Sep/15 21:31,
Bug,TEZ-2482,12832496,,Tez UI: Mouse events not working on IE11,Sreenath,Sreenath,Major,Closed,Fixed,25/May/15 10:35,01/Sep/15 21:31,
Sub-task,TEZ-2284,12819052,12770540,Separate TaskReporter into an interface,sseth,sseth,Major,Closed,Fixed,07/Apr/15 20:15,01/Sep/15 21:31,
Bug,TEZ-2523,12834747,,Tez UI: derive applicationId from dag/vertex id instead of relying on json data,pramachandran,pramachandran,Major,Closed,Fixed,02/Jun/15 18:25,01/Sep/15 21:31,
Improvement,TEZ-2076,12774119,,Tez framework to extract/analyze data stored in ATS for specific dag,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,11/Feb/15 07:53,01/Sep/15 21:31,
Bug,TEZ-2481,12832333,,Tez UI: graphical view does not render properly on IE11,Sreenath,Sreenath,Major,Closed,Fixed,23/May/15 09:10,01/Sep/15 21:31,
Sub-task,TEZ-2124,12776305,12770540,Change Node tracking to work per external container source,sseth,sseth,Major,Closed,Fixed,19/Feb/15 23:03,01/Sep/15 21:31,
Sub-task,TEZ-2285,12819053,12770540,Allow TaskCommunicators to indicate task/container liveness,sseth,sseth,Major,Closed,Fixed,07/Apr/15 20:15,01/Sep/15 21:31,
Improvement,TEZ-2599,12842467,,Dont send obsoleted data movement events to tasks,bikassaha,bikassaha,Major,Closed,Fixed,02/Jul/15 23:05,01/Sep/15 21:31,
Sub-task,TEZ-2626,12846038,12770540,"Fix log lines with DEBUG in messages, consolidate TEZ-2003 TODOs",sseth,sseth,Major,Closed,Fixed,18/Jul/15 00:36,01/Sep/15 21:31,
Bug,TEZ-2554,12837645,,Tez UI: View log link does not correctly propagate login crendential to read log from yarn web.,Sreenath,Sreenath,Major,Closed,Fixed,14/Jun/15 02:21,01/Sep/15 21:31,
Sub-task,TEZ-2241,12786060,12770540,Miscellaneous fixes after last reabse,sseth,sseth,Major,Closed,Fixed,27/Mar/15 00:54,01/Sep/15 21:31,
Sub-task,TEZ-2123,12776302,12770540,Fix component managers to use pluggable components,sseth,sseth,Major,Closed,Fixed,19/Feb/15 22:56,01/Sep/15 21:31,
Sub-task,TEZ-2381,12825663,12770540,Fixes after rebase 04/28,sseth,sseth,Major,Closed,Fixed,28/Apr/15 20:39,01/Sep/15 21:31,
Task,TEZ-2436,12828800,,Tez UI: Add cancel button in column selector.,Sreenath,Sreenath,Major,Closed,Fixed,11/May/15 12:59,01/Sep/15 21:31,
Bug,TEZ-2473,12831633,,Consider using RawLocalFileSystem in MapOutput.createDiskMapOutput,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,21/May/15 07:20,01/Sep/15 21:31,
Bug,TEZ-2683,12851214,,TestHttpConnection::testAsyncHttpConnectionInterrupt fails in certain environments,rajesh.balamohan,hitesh,Major,Closed,Fixed,03/Aug/15 21:16,01/Sep/15 21:31,
Bug,TEZ-2763,12861123,,Add valid values information to Config Property description,,hitesh,Major,Open,,01/Sep/15 20:57,01/Sep/15 20:59,
Bug,TEZ-2764,12861124,,Allow tez-*-default.xml to be generated and made part of the tez-dist assembly ,,hitesh,Major,Open,,01/Sep/15 20:58,01/Sep/15 20:58,
Bug,TEZ-2759,12860879,,Containers not getting released if app is killed in the middle of execution,,rajesh.balamohan,Major,Resolved,Not A Problem,01/Sep/15 02:50,01/Sep/15 08:11,
Improvement,TEZ-2726,12856678,,Handle invalid number of partitions for SCATTER-GATHER edge,saikatr,saikatr,Major,Open,,17/Aug/15 17:59,31/Aug/15 17:40,
Improvement,TEZ-2751,12859786,,TEZ-UI - Circle is not big enough for large task number,Sreenath,zjffdu,Major,Open,,28/Aug/15 01:18,28/Aug/15 13:41,
Bug,TEZ-2612,12844170,,Critical path analyzer for DAGs,bikassaha,rajesh.balamohan,Major,Open,,10/Jul/15 13:06,28/Aug/15 01:40,
Sub-task,TEZ-2746,12858915,12843541,Using Unsafe API for swapping kvmeta,ozawa,ozawa,Major,Open,,26/Aug/15 08:56,26/Aug/15 08:56,
